Code,Name,y15,y14,y10,y05,t1yr,t5yr,t10yr
01001,"Autauga County, AL",0.469914969,0.517408209,0.408935482,0.368709957,0.422421729,0.530894455,0.57111998
01003,"Baldwin County, AL",1.176355681,1.230483226,1.14209509,0.793916739,1.122228136,1.210616272,1.558794623
01005,"Barbour County, AL",-0.288922202,-0.277175948,-0.111661149,0.129701767,-0.300668456,-0.466183255,-0.707546171
01007,"Bibb County, AL",-0.621703574,-0.59185913,-0.693980993,-0.52281193,-0.651548019,-0.549426155,-0.720595219
01009,"Blount County, AL",0.125910905,0.12010417,0.116385709,-0.081636166,0.131717641,0.135436102,0.333457977
01011,"Bullock County, AL",-1.226852353,-1.228415184,-1.105507138,-0.899848418,-1.225289523,-1.348197569,-1.553856289
01013,"Butler County, AL",-0.384012407,-0.320702877,-0.390506593,-0.120329496,-0.447321938,-0.377518222,-0.647695318
01015,"Calhoun County, AL",1.059488119,1.166415685,1.140578605,1.10647276,0.952560553,0.978397633,1.012503478
01017,"Chambers County, AL",0.053026847,0.032324794,-0.038283298,-0.005369871,0.073728901,0.144336993,0.111423566
01019,"Cherokee County, AL",-0.438888195,-0.531318585,-0.481443215,-0.203576477,-0.346457805,-0.396333174,-0.674199913
01021,"Chilton County, AL",0.044869087,0.002295563,-0.022625171,0.012590722,0.087442611,0.112363345,0.077147452
01023,"Choctaw County, AL",-1.004262645,-0.976324596,-1.046288684,-0.796763351,-1.032200693,-0.962236605,-1.211761938
01025,"Clarke County, AL",-0.446973335,-0.386026439,-0.340854629,-0.333567536,-0.50792023,-0.55309204,-0.560379133
01027,"Clay County, AL",-1.232078212,-1.166516808,-1.346607632,-0.782566369,-1.297639616,-1.117548792,-1.681590056
01029,"Cleburne County, AL",-1.1300116,-1.135342503,-0.996713635,-0.880778109,-1.124680697,-1.263309565,-1.379245091
01031,"Coffee County, AL",0.45937145,0.415850197,0.51511858,0.354502723,0.502892703,0.40362432,0.564240177
01033,"Colbert County, AL",0.871834389,0.95631235,0.77569097,0.726026428,0.787356428,0.967977808,1.01764235
01035,"Conecuh County, AL",-1.199058542,-1.139503642,-1.057971627,-0.568039237,-1.258613443,-1.340145457,-1.830077847
01037,"Coosa County, AL",-0.992555375,-0.958227055,-1.017798183,-0.641066573,-1.026883695,-0.967312568,-1.344044178
01039,"Covington County, AL",0.321554477,0.32854256,0.350991021,0.197745489,0.314566393,0.292117933,0.445363465
01041,"Crenshaw County, AL",-0.807302106,-0.846420684,-0.804250884,-0.894593383,-0.768183528,-0.810353328,-0.720010829
01043,"Cullman County, AL",0.769326065,0.661643475,0.840967192,0.564728664,0.877008655,0.697684938,0.973923466
01045,"Dale County, AL",0.414037777,0.344609425,0.458282061,0.395248352,0.483466128,0.369793493,0.432827202
01047,"Dallas County, AL",0.144972751,0.187891498,0.339481544,0.356296707,0.102054004,-0.049536042,-0.066351205
01049,"DeKalb County, AL",0.726113947,0.643312719,0.501454012,0.712337491,0.808915175,0.950773882,0.739890403
01051,"Elmore County, AL",0.617985951,0.665317248,0.411310513,0.291475301,0.570654653,0.824661388,0.9444966
01053,"Escambia County, AL",-0.129381116,-0.192015443,-0.032726594,-0.029779291,-0.066746789,-0.226035638,-0.228982942
01055,"Etowah County, AL",0.995123994,0.935377456,0.833477984,0.967854994,1.054870532,1.156770004,1.022392994
01057,"Fayette County, AL",-0.605432079,-0.514661388,-0.708053394,-0.635476536,-0.69620277,-0.502810765,-0.575387622
01059,"Franklin County, AL",0.367793198,0.332869879,0.151308741,0.064914403,0.402716518,0.584277656,0.670671994
01061,"Geneva County, AL",-0.300667037,-0.315335087,-0.319229852,-0.102579279,-0.285998986,-0.282104221,-0.498754794
01063,"Greene County, AL",-0.775317647,-0.770894514,-0.904504444,-0.784861528,-0.77974078,-0.646130851,-0.765773766
01065,"Hale County, AL",-0.799888972,-0.801173087,-0.906272261,-0.698414167,-0.798604857,-0.693505683,-0.901363777
01067,"Henry County, AL",-0.8373373,-0.893964334,-0.696861762,-0.69701198,-0.780710265,-0.977812837,-0.97766262
01069,"Houston County, AL",1.134678646,1.035204493,1.124345756,1.165172529,1.234152799,1.145011535,1.104184763
01071,"Jackson County, AL",0.608873554,0.499794742,0.401336333,0.462445752,0.717952366,0.816410775,0.755301356
01073,"Jefferson County, AL",1.581739639,1.56306866,1.698984394,1.862970242,1.600410618,1.464494884,1.300509036
01075,"Lamar County, AL",-0.736581889,-0.748629371,-0.765358273,-1.047564741,-0.724534406,-0.707805504,-0.425599036
01077,"Lauderdale County, AL",0.981897895,1.0567531,0.948944836,0.920037277,0.90704269,1.014850953,1.043758513
01079,"Lawrence County, AL",-0.614537003,-0.605976241,-0.489865723,-0.61933284,-0.623097764,-0.739208282,-0.609741165
01081,"Lee County, AL",0.985080484,1.00366493,1.099579879,1.130127231,0.966496038,0.870581089,0.840033737
01083,"Limestone County, AL",0.703730828,0.738274093,0.57156447,0.578997151,0.669187562,0.835897185,0.828464505
01085,"Lowndes County, AL",-0.629013596,-0.600745987,-0.313558591,-0.870364891,-0.657281206,-0.944468601,-0.387662302
01087,"Macon County, AL",-0.472364824,-0.476159789,-0.286938129,-0.417382916,-0.468569859,-0.657791519,-0.527346732
01089,"Madison County, AL",1.829793005,1.729313907,1.838427669,2.291366751,1.930272104,1.821158342,1.36821926
01091,"Marengo County, AL",-0.30429036,-0.301769425,-0.30264104,-0.247682036,-0.306811295,-0.305939679,-0.360898683
01093,"Marion County, AL",-0.099348253,-0.171696248,-0.074123263,-0.017694128,-0.027000258,-0.124573244,-0.181002379
01095,"Marshall County, AL",1.004037849,0.890897598,1.047161455,0.890725359,1.117178101,0.960914244,1.11735034
01097,"Mobile County, AL",1.367700478,1.316772806,1.396311184,1.472857226,1.418628149,1.339089772,1.26254373
01099,"Monroe County, AL",-0.430838088,-0.44142417,-0.245596453,-0.228413486,-0.420252005,-0.616079723,-0.63326269
01101,"Montgomery County, AL",1.514327272,1.452154822,1.256987797,1.340004705,1.576499722,1.771666747,1.688649839
01103,"Morgan County, AL",1.246837315,1.151355866,1.166794993,1.072850765,1.342318764,1.326879637,1.420823865
