Market,Name,y14,y09,y04,y99,t5yr,t10tr,t15yr,,,t5yr1,t10yr1,t15yr1
01067,"Henry County, AL",-1.080623598,-1.152424509,-1.063151152,-0.900127665,-1.008822687,-1.098096044,-1.261119531,,,0.071800911,-0.017472446,-0.180495933
01069,"Houston County, AL",0.838430441,0.84704588,1.006039106,1.014953211,0.829815002,0.670821776,0.661907672,,,-0.008615439,-0.167608665,-0.17652277
01071,"Jackson County, AL",-0.203599458,#N/A,-0.218916401,-0.095009952,#N/A,-0.188282515,-0.312188965,,,#N/A,0.015316943,-0.108589507
01073,"Jefferson County, AL",1.98557681,2.141552556,2.125202003,2.484095169,1.829601063,1.845951617,1.48705845,,,-0.155975746,-0.139625193,-0.498518359
01075,"Lamar County, AL",-0.947490536,-1.227433469,-0.946181323,-1.137990331,-0.667547602,-0.948799748,-0.75699074,,,0.279942933,-0.001309213,0.190499796
01077,"Lauderdale County, AL",0.454374364,0.583481874,0.488442002,0.512524899,0.325266854,0.420306726,0.396223829,,,-0.12910751,-0.034067638,-0.058150535
01081,"Lee County, AL",0.776454926,0.64146243,0.522339391,0.484429449,0.911447423,1.030570461,1.068480404,,,0.134992496,0.254115535,0.292025477
01083,"Limestone County, AL",0.221717278,-0.01969548,-0.064476013,-0.064389346,0.463130035,0.507910569,0.507823902,,,0.241412757,0.286193291,0.286106624
01089,"Madison County, AL",1.72772986,1.640055762,1.692941714,1.817244259,1.815403958,1.762518007,1.638215461,,,0.087674098,0.034788146,-0.089514399
01091,"Marengo County, AL",-0.686942885,-0.585460929,-0.310488542,-0.466618462,-0.788424842,-1.063397229,-0.907267309,,,-0.101481956,-0.376454344,-0.220324423
01093,"Marion County, AL",-0.668040495,-0.512499912,-0.521744468,-0.511636625,-0.823581078,-0.814336522,-0.824444364,,,-0.155540583,-0.146296027,-0.156403869
01095,"Marshall County, AL",0.280277238,0.521832983,0.390244117,0.493090959,0.038721493,0.17031036,0.067463518,,,-0.241555745,-0.109966879,-0.212813721
01097,"Mobile County, AL",1.609957523,1.593697853,1.707374457,1.73508967,1.626217194,1.51254059,1.484825377,,,0.016259671,-0.097416933,-0.125132147
01099,"Monroe County, AL",-0.81245961,-1.057580559,-0.696201321,-0.584210457,-0.56733866,-0.928717898,-1.040708762,,,0.24512095,-0.116258289,-0.228249153
01101,"Montgomery County, AL",1.413233297,1.47797679,1.493116607,1.528719343,1.348489804,1.333349987,1.297747251,,,-0.064743493,-0.07988331,-0.115486046
01103,"Morgan County, AL",0.778496166,0.703551673,0.703377123,0.894935136,0.853440659,0.853615209,0.662057197,,,0.074944493,0.075119043,-0.116438969
01105,"Perry County, AL",-1.046107932,-1.14680564,#N/A,#N/A,-0.945410225,#N/A,#N/A,,,0.100697708,#N/A,#N/A
01107,"Pickens County, AL",-1.262795802,-1.20184211,-0.848417624,-0.894409436,-1.323749495,-1.67717398,-1.631182168,,,-0.060953693,-0.414378178,-0.368386366
01109,"Pike County, AL",-0.584356268,-0.510061862,-0.411204968,-0.43666608,-0.658650674,-0.757507569,-0.732046457,,,-0.074294406,-0.173151301,-0.147690189
01111,"Randolph County, AL",-0.61147296,-0.915101373,#N/A,-0.643772647,-0.307844547,#N/A,-0.579173273,,,0.303628413,#N/A,0.032299687
01113,"Russell County, AL",-0.38779585,-0.146940662,-0.263332533,-0.242434838,-0.628651039,-0.512259168,-0.533156863,,,-0.240855189,-0.124463318,-0.145361012
01115,"St. Clair County, AL",0.006800002,-0.091298004,-0.097348939,0.00627682,0.104898008,0.110948944,0.007323185,,,0.098098006,0.104148941,0.000523182
01117,"Shelby County, AL",1.35842669,1.329233047,1.249883409,1.332955922,1.387620332,1.46696997,1.383897457,,,0.029193642,0.108543281,0.025470767
01119,"Sumter County, AL",-1.398373294,#N/A,#N/A,-0.817681428,#N/A,#N/A,-1.97906516,,,#N/A,#N/A,-0.580691866
01121,"Talladega County, AL",0.103872103,0.222871591,0.075443745,0.094053153,-0.015127385,0.13230046,0.113691053,,,-0.118999488,0.028428358,0.00981895
01123,"Tallapoosa County, AL",-0.445790738,-0.284070548,-0.377590162,#N/A,-0.607510929,-0.513991315,#N/A,,,-0.161720191,-0.068200577,#N/A
01125,"Tuscaloosa County, AL",0.816020536,0.930284436,0.736463577,0.943246218,0.701756637,0.895577496,0.688794855,,,-0.114263899,0.079556959,-0.127225682
01127,"Walker County, AL",0.045173816,-0.051755168,-0.006122749,0.061521478,0.1421028,0.096470382,0.028826155,,,0.096928984,0.051296566,-0.016347662
01129,"Washington County, AL",-1.221603495,-0.899628162,-0.777268641,-0.913003097,-1.543578828,-1.66593835,-1.530203893,,,-0.321975333,-0.444334854,-0.308600398
01131,"Wilcox County, AL",-1.439771109,-1.414879632,-1.320382303,-0.950924065,-1.464662586,-1.559159915,-1.928618153,,,-0.024891477,-0.119388806,-0.488847044
01133,"Winston County, AL",-0.485505215,-0.33910609,-0.491904414,-0.691297812,-0.63190434,-0.479106016,-0.279712619,,,-0.146399125,0.006399199,0.205792596
02013,"Aleutians East Borough, AK",-0.885700509,-0.775057981,#N/A,#N/A,-0.996343037,#N/A,#N/A,,,-0.110642528,#N/A,#N/A
02016,"Aleutians West Census Area, AK",0.685070499,-0.050088608,0.1890694,-0.206467108,1.420229605,1.181071598,1.576608106,,,0.735159107,0.496001099,0.891537607
02020,"Anchorage Municipality, AK",1.78345341,1.857903474,1.570281059,1.581996229,1.709003347,1.996625762,1.984910592,,,-0.074450064,0.213172352,0.201457181
02050,"Bethel Census Area, AK",0.056895462,0.316306012,0.144399848,0.127540824,-0.202515087,-0.030608924,-0.0137499,,,-0.259410549,-0.087504386,-0.070645362
02060,"Bristol Bay Borough, AK",0.655573421,-0.133815849,0.699955892,-0.550568929,1.44496269,0.611190949,1.86171577,,,0.78938927,-0.044382471,1.20614235
02068,"Denali Borough, AK",-0.441167906,0.564842633,-0.643907494,#N/A,-1.447178445,-0.238428318,#N/A,,,-1.006010539,0.202739588,#N/A
02090,"Fairbanks North Star Borough, AK",0.90002444,0.95412521,0.686434447,0.785036936,0.845923669,1.113614433,1.015011944,,,-0.054100771,0.213589993,0.114987504
02105,"Hoonah-Angoon Census Area, AK",-0.598859494,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
02110,"Juneau City and Borough, AK",0.697998752,0.563503119,0.441144078,0.455003799,0.832494385,0.954853425,0.940993704,,,0.134495633,0.256854674,0.242994953
02122,"Kenai Peninsula Borough, AK",0.761007362,0.587142068,0.348501178,0.305236789,0.934872656,1.173513546,1.216777935,,,0.173865294,0.412506184,0.455770573
02130,"Ketchikan Gateway Borough, AK",-0.263381693,-0.092710059,-0.134635879,-0.062515106,-0.434053327,-0.392127507,-0.46424828,,,-0.170671634,-0.128745814,-0.200866587
02150,"Kodiak Island Borough, AK",0.154291012,0.105762216,0.126492735,0.047135764,0.202819807,0.182089288,0.261446259,,,0.048528795,0.027798277,0.107155248
02164,"Lake and Peninsula Borough, AK",0.129381135,#N/A,-0.945349863,-0.863007286,#N/A,1.204112133,1.121769556,,,#N/A,1.074730998,0.992388421
02170,"Matanuska-Susitna Borough, AK",0.636074968,0.486828137,0.139121097,0.076141676,0.785321799,1.13302884,1.196008261,,,0.149246831,0.496953871,0.559933292
02180,"Nome Census Area, AK",-0.700190208,#N/A,-0.439082796,-0.437314815,#N/A,-0.96129762,-0.9630656,,,#N/A,-0.261107412,-0.262875392
02195,"Petersburg Census Area, AK",-0.488423111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
02220,"Sitka City and Borough, AK",-0.159441473,-0.440371969,0.037784837,-0.263345553,0.121489022,-0.356667783,-0.055537394,,,0.280930495,-0.19722631,0.10390408
02230,"Skagway Municipality, AK",-0.430400675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
02240,"Southeast Fairbanks Census Area, AK",-0.621063442,#N/A,-0.943602818,-0.940103457,#N/A,-0.298524066,-0.302023427,,,#N/A,0.322539376,0.319040015
02261,"Valdez-Cordova Census Area, AK",-0.056695713,0.119337466,-0.225525186,0.069150937,-0.232728891,0.112133761,-0.182542362,,,-0.176033179,0.168829473,-0.125846649
02270,"Wade Hampton Census Area, AK",0.088440798,-1.139019086,-0.607643883,-0.935112099,1.315900683,0.784525479,1.111993696,,,1.227459884,0.696084681,1.023552898
02275,"Wrangell City and Borough, AK",-0.231834708,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
02290,"Yukon-Koyukuk Census Area, AK",-1.290926863,-0.651871591,-0.450579597,-0.562664421,-1.929982135,-2.131274129,-2.019189304,,,-0.639055272,-0.840347266,-0.728262441
02999,"Statewide, AK",2.265470517,-0.642683041,-1.028983171,-1.870236293,5.173624074,5.559924204,6.401177327,,,2.908153557,3.294453688,4.13570681
04001,"Apache County, AZ",-0.560142399,-0.215811959,-0.625166648,-0.374962741,-0.904472838,-0.49511815,-0.745322057,,,-0.344330439,0.065024249,-0.185179658
04003,"Cochise County, AZ",0.608654324,0.758036945,0.533838332,0.520523372,0.459271703,0.683470316,0.696785277,,,-0.149382621,0.074815992,0.088130952
04005,"Coconino County, AZ",1.071885953,1.12187119,1.103793588,1.050385945,1.021900716,1.039978319,1.093385961,,,-0.049985237,-0.031907635,0.021500008
04007,"Gila County, AZ",0.153037456,-0.044968087,-0.039750164,0.035871463,0.351043,0.345825077,0.27020345,,,0.198005543,0.192787621,0.117165993
04009,"Graham County, AZ",-0.411143501,-0.360812178,-0.56689618,-0.517657648,-0.461474824,-0.255390823,-0.304629354,,,-0.050331323,0.155752679,0.106514147
04012,"La Paz County, AZ",-0.617971183,-0.545463095,-0.851966882,-0.465404457,-0.69047927,-0.383975483,-0.770537909,,,-0.072508088,0.2339957,-0.152566726
04013,"Maricopa County, AZ",2.834237102,2.852121158,2.668645467,2.629868286,2.816353047,2.999828738,3.038605919,,,-0.017884055,0.165591636,0.204368817
04015,"Mohave County, AZ",0.920264646,0.928657825,0.808983379,0.881548151,0.911871468,1.031545914,0.958981141,,,-0.008393178,0.111281267,0.038716495
04017,"Navajo County, AZ",0.290614397,0.238318989,0.209316105,0.287654114,0.342909805,0.37191269,0.293574681,,,0.052295408,0.081298292,0.002960284
04019,"Pima County, AZ",1.953685587,2.183604918,2.062655874,2.127000964,1.723766256,1.844715301,1.78037021,,,-0.229919331,-0.108970287,-0.173315377
04021,"Pinal County, AZ",0.801944762,0.688468777,0.375968112,0.34609685,0.915420746,1.227921412,1.257792674,,,0.113475985,0.42597665,0.455847912
04023,"Santa Cruz County, AZ",0.478011227,0.183198508,0.469253163,0.266538271,0.772823945,0.48676929,0.689484182,,,0.294812719,0.008758064,0.211472956
04025,"Yavapai County, AZ",1.243378249,1.226080298,1.013494639,0.956038799,1.2606762,1.473261859,1.530717699,,,0.017297951,0.22988361,0.28733945
04027,"Yuma County, AZ",0.651519619,0.725634126,0.631525686,0.490107954,0.577405113,0.671513553,0.812931285,,,-0.074114507,0.019993933,0.161411665
05001,"Arkansas County, AR",-0.526066566,-0.416184314,-0.463161879,-0.527972203,-0.635948819,-0.588971254,-0.52416093,,,-0.109882252,-0.062904688,0.001905636
05003,"Ashley County, AR",-0.796800708,-0.594275531,-0.736673412,-0.497428817,-0.999325885,-0.856928003,-1.096172598,,,-0.202525177,-0.060127295,-0.299371891
05005,"Baxter County, AR",0.058859988,0.019985692,0.144687414,0.176924249,0.097734285,-0.026967437,-0.059204272,,,0.038874297,-0.085827425,-0.11806426
05007,"Benton County, AR",1.401573911,1.210123642,1.099980851,0.900869869,1.593024179,1.70316697,1.902277953,,,0.191450269,0.30159306,0.500704042
05009,"Boone County, AR",0.008487623,-0.205504548,-0.153292685,-0.301978766,0.222479795,0.170267932,0.318954013,,,0.213992172,0.161780309,0.31046639
05011,"Bradley County, AR",-1.294627328,-1.081817935,-0.957987856,-1.032542906,-1.507436721,-1.6312668,-1.55671175,,,-0.212809393,-0.336639472,-0.262084422
05015,"Carroll County, AR",-0.403763303,-0.317769772,-0.14617233,-0.10185303,-0.489756835,-0.661354277,-0.705673577,,,-0.085993532,-0.257590973,-0.301910274
05017,"Chicot County, AR",-1.119642984,-0.977066629,-0.996037617,-0.88217368,-1.262219338,-1.24324835,-1.357112287,,,-0.142576355,-0.123605366,-0.237469304
05019,"Clark County, AR",-0.587232888,-0.828438287,-0.486634077,-0.494447052,-0.346027489,-0.687831699,-0.680018725,,,0.241205399,-0.100598811,-0.092785837
05021,"Clay County, AR",-0.937429998,-0.781910558,-0.736494457,-0.80251386,-1.092949438,-1.138365539,-1.072346136,,,-0.15551944,-0.200935541,-0.134916138
05023,"Cleburne County, AR",-0.5593327,-0.387169806,-0.355389992,-0.57033214,-0.731495593,-0.763275408,-0.54833326,,,-0.172162893,-0.203942708,0.01099944
05025,"Cleveland County, AR",-1.374496936,-1.531123132,-2.023745616,-1.635421936,-1.21787074,-0.725248256,-1.113571936,,,0.156626196,0.64924868,0.260925
05027,"Columbia County, AR",-0.576616239,-0.58183009,-0.448978582,-0.462614988,-0.571402388,-0.704253896,-0.69061749,,,0.005213851,-0.127637657,-0.114001251
05029,"Conway County, AR",-0.829593335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
05031,"Craighead County, AR",0.756084169,0.675234742,0.654125514,0.646344065,0.836933595,0.858042823,0.865824272,,,0.080849427,0.101958654,0.109740103
05033,"Crawford County, AR",-0.248552698,0.12583417,-0.202089529,-0.176265471,-0.622939566,-0.295015867,-0.320839925,,,-0.374386868,-0.046463169,-0.072287227
05035,"Crittenden County, AR",-0.220911378,0.106809079,-0.125502757,-0.050458418,-0.548631836,-0.316319999,-0.391364339,,,-0.327720458,-0.095408621,-0.17045296
05037,"Cross County, AR",-0.815344571,-0.694057282,-0.770219073,-0.845138385,-0.936631859,-0.860470069,-0.785550756,,,-0.121287289,-0.045125498,0.029793814
05039,"Dallas County, AR",-1.181022746,-1.587085189,-1.135822851,-0.997952771,-0.774960304,-1.226222641,-1.364092721,,,0.406062443,-0.045199895,-0.183069975
05041,"Desha County, AR",-0.790468846,-0.832265619,-0.789361182,-0.642016334,-0.748672074,-0.79157651,-0.938921359,,,0.041796772,-0.001107664,-0.148452513
05043,"Drew County, AR",-0.901435658,-0.560664907,-0.580384043,-0.757275033,-1.242206409,-1.222487273,-1.045596283,,,-0.340770751,-0.321051615,-0.144160625
05045,"Faulkner County, AR",0.54408328,0.618447671,0.411296804,0.378156528,0.46971889,0.676869757,0.710010033,,,-0.07436439,0.132786476,0.165926752
05051,"Garland County, AR",0.762179824,0.714327972,0.622471405,0.742658464,0.810031676,0.901888243,0.781701184,,,0.047851852,0.139708419,0.01952136
05053,"Grant County, AR",-1.18161826,-1.281195776,-1.054149129,-0.943485234,-1.082040744,-1.309087391,-1.419751285,,,0.099577516,-0.127469131,-0.238133025
05055,"Greene County, AR",-0.144476079,-0.296040275,-0.154118428,-0.232375547,0.007088117,-0.13483373,-0.056576612,,,0.151564196,0.009642349,0.087899468
05057,"Hempstead County, AR",-0.771595287,-0.788856411,-0.531575754,#N/A,-0.754334163,-1.011614819,#N/A,,,0.017261124,-0.240019532,#N/A
05059,"Hot Spring County, AR",-0.862101869,-0.511815843,-0.660938467,-0.546400322,-1.212387895,-1.063265271,-1.177803416,,,-0.350286026,-0.201163402,-0.315701547
05063,"Independence County, AR",-0.348797302,-0.296697719,-0.282010193,-0.30704015,-0.400896884,-0.415584411,-0.390554454,,,-0.052099582,-0.066787109,-0.041757152
05067,"Jackson County, AR",-0.928787068,-0.766790841,-0.635042757,-0.675634428,-1.090783296,-1.22253138,-1.181939708,,,-0.161996227,-0.293744311,-0.25315264
05069,"Jefferson County, AR",0.238214487,0.179689908,0.352329427,0.211104716,0.296739067,0.124099548,0.265324259,,,0.058524579,-0.11411494,0.027109772
05071,"Johnson County, AR",-0.513357493,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
05075,"Lawrence County, AR",-0.838236654,-0.56257033,-0.817214069,-0.551378441,-1.113902977,-0.859259239,-1.125094867,,,-0.275666323,-0.021022585,-0.286858213
05077,"Lee County, AR",-1.14950223,#N/A,-1.025572209,-1.096102468,#N/A,-1.273432251,-1.202901993,,,#N/A,-0.123930021,-0.053399763
05081,"Little River County, AR",-1.175918294,#N/A,-1.242316475,-0.809961267,#N/A,-1.109520112,-1.541875321,,,#N/A,0.066398181,-0.365957027
05085,"Lonoke County, AR",-0.529262077,-0.311850014,-0.261609177,-0.184360694,-0.746674141,-0.796914978,-0.874163461,,,-0.217412063,-0.2676529,-0.344901384
05087,"Madison County, AR",-1.399671657,-1.303723958,-1.01540668,-0.986072428,-1.495619356,-1.783936634,-1.813270886,,,-0.095947699,-0.384264977,-0.413599229
05089,"Marion County, AR",-0.751024067,#N/A,-0.808604739,-0.740305574,#N/A,-0.693443394,-0.761742559,,,#N/A,0.057580673,-0.010718492
05091,"Miller County, AR",-0.348337432,-0.398720289,-0.308481472,-0.304845743,-0.297954575,-0.388193392,-0.391829122,,,0.050382857,-0.03985596,-0.04349169
05093,"Mississippi County, AR",-0.528729255,-0.353667863,-0.136983186,-0.107956899,-0.703790647,-0.920475324,-0.949501611,,,-0.175061392,-0.391746069,-0.420772356
05095,"Monroe County, AR",-1.140294845,-0.927152641,-1.113454552,-0.953283779,-1.353437049,-1.167135138,-1.327305911,,,-0.213142204,-0.026840293,-0.187011066
05101,"Newton County, AR",-1.169953223,-1.357303266,-1.388755166,-1.279736803,-0.982603181,-0.95115128,-1.060169643,,,0.187350043,0.218801943,0.10978358
05103,"Ouachita County, AR",-0.455920014,-0.709619482,-0.671277178,-0.522594818,-0.202220546,-0.24056285,-0.389245211,,,0.253699468,0.215357164,0.066674803
05107,"Phillips County, AR",-0.260230183,-0.49322775,-0.617779855,-0.436616776,-0.027232615,0.09731949,-0.083843589,,,0.232997568,0.357549672,0.176386593
05109,"Pike County, AR",-0.934438604,-1.456041599,-0.965995833,-0.974351539,-0.412835609,-0.902881375,-0.894525669,,,0.521602995,0.031557229,0.039912935
05111,"Poinsett County, AR",-0.916243534,-0.879235316,-0.643523099,-0.706423264,-0.953251752,-1.188963969,-1.126063804,,,-0.037008218,-0.272720435,-0.20982027
05113,"Polk County, AR",-0.635130598,-0.722232296,-0.654990711,-0.595632977,-0.548028901,-0.615270486,-0.67462822,,,0.087101698,0.019860112,-0.039497622
05115,"Pope County, AR",0.067523793,0.085536069,0.300397073,0.25247338,0.049511518,-0.165349486,-0.117425793,,,-0.018012275,-0.232873279,-0.184949586
05117,"Prairie County, AR",-1.175233858,-1.273931244,-1.23718936,-0.95536797,-1.076536473,-1.113278357,-1.395099746,,,0.098697386,0.061955501,-0.219865888
05119,"Pulaski County, AR",1.828070537,2.022616703,2.019591859,2.161560525,1.63352437,1.636549215,1.494580549,,,-0.194546166,-0.191521322,-0.333489988
05121,"Randolph County, AR",-0.59820444,-0.915385598,-0.831041222,-0.692778652,-0.281023281,-0.365367658,-0.503630228,,,0.317181159,0.232836782,0.094574212
05123,"St. Francis County, AR",-0.721235285,-0.489689005,-0.701156369,-0.668233583,-0.952781564,-0.741314201,-0.774236987,,,-0.23154628,-0.020078916,-0.053001702
05125,"Saline County, AR",0.407045397,0.328412319,0.250684436,0.281830304,0.485678476,0.563406358,0.53226049,,,0.078633079,0.156360961,0.125215093
05127,"Scott County, AR",-1.691299775,-1.385150228,#N/A,-1.293979113,-1.997449322,#N/A,-2.088620437,,,-0.306149547,#N/A,-0.397320662
05129,"Searcy County, AR",-0.839587917,-1.144566251,#N/A,#N/A,-0.534609583,#N/A,#N/A,,,0.304978334,#N/A,#N/A
05131,"Sebastian County, AR",1.00834584,1.124465375,1.107271019,1.1094935,0.892226305,0.909420662,0.90719818,,,-0.116119535,-0.098925178,-0.10114766
05133,"Sevier County, AR",-1.228222776,-1.175132239,-1.1332445,-0.868896262,-1.281313312,-1.323201051,-1.587549289,,,-0.053090537,-0.094978276,-0.359326513
05137,"Stone County, AR",-0.868381465,-0.952530058,-1.044083755,#N/A,-0.784232872,-0.692679174,#N/A,,,0.084148593,0.175702291,#N/A
05139,"Union County, AR",-0.10287851,-0.212572399,-0.055828297,-0.032540093,0.006815379,-0.149928722,-0.173216926,,,0.109693889,-0.047050213,-0.070338416
05143,"Washington County, AR",1.244626117,1.141232395,1.163889293,1.203839948,1.34801984,1.325362942,1.285412287,,,0.103393722,0.080736824,0.04078617
05145,"White County, AR",0.108911284,0.11641459,0.08161483,0.111121062,0.101407979,0.136207739,0.106701506,,,-0.007503306,0.027296455,-0.002209778
05147,"Woodruff County, AR",-1.361241601,-1.12626789,#N/A,-1.197235921,-1.596215312,#N/A,-1.525247281,,,-0.234973711,#N/A,-0.16400568
05149,"Yell County, AR",-0.890272571,-0.846261749,-0.912887733,-0.940222387,-0.934283394,-0.86765741,-0.840322756,,,-0.044010823,0.022615162,0.049949816
05999,"Statewide, AR",1.701577439,0.434176465,0.196252303,-1.968698273,2.968978412,3.206902574,5.371853151,,,1.267400973,1.505325136,3.670275712
06001,"Alameda County, CA",2.872965831,2.894687801,3.196218866,3.317416303,2.85124386,2.549712795,2.428515358,,,-0.021721971,-0.323253036,-0.444450472
06005,"Amador County, CA",0.01627641,-0.071963523,-0.329044992,-0.37188191,0.104516342,0.361597811,0.404434729,,,0.088239932,0.345321401,0.388158319
06007,"Butte County, CA",0.951104204,1.062174547,1.121582489,1.082501411,0.84003386,0.780625918,0.819706997,,,-0.111070343,-0.170478286,-0.131397207
06009,"Calaveras County, CA",-0.068687079,0.017288794,0.011847765,-0.032320238,-0.154662952,-0.149221923,-0.10505392,,,-0.085975873,-0.080534844,-0.036366841
06011,"Colusa County, CA",-0.610188256,-0.723713253,-0.789656552,-0.745621421,-0.496663259,-0.43071996,-0.474755091,,,0.113524997,0.179468296,0.135433165
06013,"Contra Costa County, CA",2.109980908,2.138646076,2.307478979,2.31051492,2.081315741,1.912482838,1.909446897,,,-0.028665168,-0.197498071,-0.200534012
06015,"Del Norte County, CA",-0.465081539,-0.31435834,-0.751195257,-0.453314709,-0.615804738,-0.178967821,-0.476848369,,,-0.150723199,0.286113718,-0.01176683
